ListingCreationDate,Term,LoanStatus,BorrowerAPR,LenderYield,BorrowerRate,ProsperRating (Alpha),ProsperScore,EmploymentStatus,Occupation,ListingCategory (numeric),MonthlyLoanPayment,IsBorrowerHomeowner,IncomeRange,TotalProsperLoans,Recommendations,Investors,LoanOriginalAmount
2011-05-06 15:19:31.897,36,Current,0.32576,0.2799,0.2899,E,1.0,Full-time,Civil Service,1,251.4,True,"$100,000+",3.0,1,44,6000
2009-09-04 13:05:17.573,36,Completed,0.14132,0.11,0.12,C,9.0,Full-time,Professional,1,66.43,True,"$75,000-99,999",2.0,0,218,2000
2013-10-04 11:45:55.477,36,Current,0.17601,0.1299,0.1399,B,8.0,Self-employed,Sales - Retail,3,341.73,True,"$25,000-49,999",1.0,0,228,10000
2013-01-13 16:30:41.143,60,Current,0.23656,0.2018,0.2118,C,3.0,Employed,Professional,2,217.24,True,"$75,000-99,999",1.0,0,115,8000
2013-09-06 13:17:04.693,36,Current,0.15324000000000002,0.1149,0.1249,A,9.0,Employed,Teacher,1,384.66,True,"$50,000-74,999",1.0,1,141,11500
2012-03-17 15:57:37.593,36,Completed,0.26681,0.2187,0.2287,D,5.0,Full-time,Professional,1,77.28,False,"$75,000-99,999",1.0,0,8,2000
2013-01-29 16:21:43.380,36,Current,0.31032,0.2612,0.2712,E,5.0,Employed,Sales - Retail,2,163.56,True,"$50,000-74,999",1.0,0,48,4000
2012-07-02 17:55:10.357,12,Completed,0.24531999999999998,0.1572,0.1672,D,2.0,Self-employed,Skilled Labor,3,273.22,False,"$75,000-99,999",1.0,0,44,3000
2011-08-26 07:24:59.063,36,Completed,0.124,0.0929,0.1029,A,9.0,Employed,Student - College Graduate Student,1,97.21,False,"$25,000-49,999",1.0,0,39,3000
2012-03-17 07:42:10.040,36,Chargedoff,0.26681,0.2187,0.2287,D,4.0,Full-time,Military Enlisted,13,77.28,False,"$50,000-74,999",2.0,1,9,2000
2012-07-03 15:43:41.733,60,Current,0.20705,0.173,0.183,B,7.0,Employed,Analyst,2,255.57,True,"$100,000+",1.0,0,29,10000
2010-07-04 12:22:29.047,36,Completed,0.28308,0.2342,0.2442,E,7.0,Not employed,Other,7,0.0,False,Not employed,1.0,0,33,1000
2010-10-12 08:37:35.637,36,Completed,0.12916,0.098,0.108,A,9.0,Full-time,Doctor,1,259.48,True,"$100,000+",1.0,0,164,8000
2013-05-25 12:01:05.840,36,Current,0.25371,0.2059,0.2159,C,4.0,Employed,Construction,7,379.79,False,"$100,000+",1.0,0,1,10000
2012-02-21 13:26:40.030,60,Current,0.24702,0.212,0.222,C,5.0,Employed,Teacher,1,415.99,False,"$25,000-49,999",1.0,0,26,15000
2011-08-02 14:11:47.947,36,Completed,0.34886999999999996,0.3025,0.3125,HR,1.0,Self-employed,Professional,3,172.56,True,"$75,000-99,999",1.0,0,58,4000
2013-09-04 19:20:41.293,60,Current,0.21156,0.1774,0.1874,C,5.0,Self-employed,Other,7,257.98,False,"$50,000-74,999",1.0,0,1,10000
2014-01-27 08:40:07.630,36,Current,0.23438,0.187,0.197,C,4.0,Self-employed,Religious,3,148.04,False,"$1-24,999",1.0,0,23,4000
2011-09-28 13:08:47.507,36,Completed,0.13413,0.1029,0.1129,A,8.0,Employed,Accountant/CPA,7,493.14,True,"$25,000-49,999",1.0,2,141,15000
2009-11-03 07:29:10.880,36,Completed,0.17626,0.1445,0.1545,A,8.0,Full-time,Other,1,369.79,True,"$75,000-99,999",1.0,0,281,10600
2012-02-19 09:20:22.437,36,Completed,0.26681,0.2187,0.2287,D,4.0,Employed,Other,6,135.25,True,"$75,000-99,999",3.0,0,60,3500
2011-07-04 10:40:51.383,36,Current,0.34886999999999996,0.3025,0.3125,HR,3.0,Other,Other,3,86.28,False,"$1-24,999",1.0,0,2,2000
2012-10-18 13:16:20.807,36,Completed,0.35796999999999995,0.3077,0.3177,HR,2.0,Employed,Medical Technician,13,130.28,True,"$25,000-49,999",2.0,0,43,3000
2012-02-17 21:09:29.727,36,Chargedoff,0.26681,0.2187,0.2287,D,6.0,Employed,Waiter/Waitress,19,77.28,False,"$25,000-49,999",1.0,0,37,2000
2014-01-08 13:25:59.437,36,Current,0.14751,0.1089,0.1189,A,7.0,Employed,Computer Programmer,15,397.94,False,"$75,000-99,999",1.0,0,1,12000
2013-12-05 13:38:52.547,36,Current,0.28595,0.2374,0.2474,E,3.0,Employed,Administrative Assistant,1,396.22,False,"$25,000-49,999",3.0,0,1,10000
2013-12-21 13:08:31.217,60,Current,0.16304000000000002,0.13,0.14,B,10.0,Employed,Analyst,3,465.37,True,"$75,000-99,999",2.0,0,1,20000
2014-01-30 09:11:35.677,36,Current,0.22966,0.182,0.192,C,4.0,Other,Other,1,147.03,True,"$25,000-49,999",1.0,0,1,4000
2012-11-18 14:49:42.707,36,Completed,0.27285,0.2246,0.2346,D,3.0,Employed,Military Enlisted,7,525.82,True,"$50,000-74,999",1.0,0,202,13500
2011-01-22 05:58:44.697,36,Completed,0.28488,0.2399,0.2499,D,6.0,Employed,Professional,6,298.16,True,"$75,000-99,999",2.0,0,70,7500
2013-03-27 09:52:26.443,60,Current,0.29998,0.2636,0.2736,D,8.0,Employed,Retail Management,1,202.96,True,"$50,000-74,999",1.0,0,9,6600
2013-05-16 15:12:53.517,36,Completed,0.15833,0.1199,0.1299,A,6.0,Employed,Computer Programmer,1,353.74,True,"$75,000-99,999",1.0,0,157,10500
2010-04-16 14:28:05.983,36,Completed,0.28046,0.2473,0.2573,D,8.0,Full-time,Executive,1,301.1,False,"$100,000+",1.0,1,326,7500
2011-10-09 13:57:04.277,36,Current,0.18750999999999998,0.1556,0.1656,B,7.0,Employed,Car Dealer,1,531.51,True,"$75,000-99,999",1.0,1,238,15000
2013-12-20 07:25:03.423,36,Current,0.13799,0.0999,0.1099,A,11.0,Employed,Engineer - Mechanical,1,294.61,True,"$100,000+",2.0,0,1,9000
2009-07-18 09:40:19.407,36,Completed,0.17373,0.142,0.152,B,8.0,Retired,Other,3,156.44,False,"$25,000-49,999",1.0,0,137,4500
2013-07-24 12:33:02.267,60,Current,0.30748000000000003,0.2709,0.2809,E,3.0,Employed,Other,1,124.76,True,"$25,000-49,999",1.0,0,7,4000
2013-03-09 08:26:18.447,36,Current,0.13697,0.0989,0.1089,A,9.0,Self-employed,Professional,15,261.49,True,"$100,000+",3.0,0,131,8000
2011-11-26 11:28:29.727,36,Current,0.35244000000000003,0.3023,0.3123,E,1.0,Self-employed,Sales - Retail,3,323.46,False,"$75,000-99,999",1.0,0,84,7500
2012-10-22 15:15:40.553,60,Current,0.15752,0.1246,0.1346,A,8.0,Employed,Civil Service,15,149.43,True,"$100,000+",1.0,0,118,6500
2013-08-02 06:43:03.337,36,Current,0.13138,0.0934,0.1034,A,8.0,Employed,Professional,1,324.27,False,"$50,000-74,999",2.0,0,1,10000
2013-11-03 07:56:40.743,60,Current,0.21575999999999998,0.1815,0.1915,C,8.0,Employed,Professional,1,260.23,True,"$25,000-49,999",1.0,0,1,10000
2011-06-08 07:30:29.667,36,Completed,0.27466999999999997,0.2299,0.2399,D,7.0,Full-time,Medical Technician,2,98.07,False,"$50,000-74,999",1.0,0,50,2500
2013-09-01 10:05:03.770,36,Current,0.25371,0.2059,0.2159,C,3.0,Employed,Professional,1,569.68,True,"$75,000-99,999",1.0,0,149,15000
2012-08-02 10:50:57.207,36,Chargedoff,0.2706,0.2224,0.2324,D,5.0,Employed,Laborer,7,77.67,True,"$25,000-49,999",1.0,0,22,2000
2013-12-12 13:27:43.427,36,Current,0.20524,0.1585,0.1685,C,4.0,Self-employed,Other,1,355.78,True,"$75,000-99,999",2.0,1,1,10000
2012-06-26 13:05:02.860,36,Completed,0.26681,0.2187,0.2287,D,2.0,Employed,Administrative Assistant,7,77.28,False,"$25,000-49,999",1.0,0,33,2000
2011-03-01 10:57:11.473,36,Past Due (91-120 days),0.25424,0.2099,0.2199,D,7.0,Full-time,Other,6,76.37,False,"$50,000-74,999",2.0,0,33,2000
2013-06-17 22:12:27.257,60,Current,0.22283000000000003,0.1884,0.1984,C,4.0,Employed,Tradesman - Mechanic,1,264.05,True,"$25,000-49,999",1.0,0,1,10000
2011-05-19 16:57:29.687,36,Chargedoff,0.34621,0.2999,0.3099,E,1.0,Part-time,Sales - Retail,1,214.98,True,"$25,000-49,999",2.0,0,15,5000
2010-11-04 09:31:03.003,36,Chargedoff,0.29265,0.2475,0.2575,D,8.0,Employed,Accountant/CPA,7,200.79,False,"$25,000-49,999",1.0,0,87,5000
2013-03-20 20:35:49.480,36,Current,0.21025,0.1634,0.1734,C,2.0,Employed,Professional,7,71.64,True,"$100,000+",2.0,0,1,2000
2013-08-28 12:35:37.430,36,Current,0.15324000000000002,0.1149,0.1249,A,7.0,Employed,Tradesman - Plumber,1,167.24,False,"$75,000-99,999",1.0,0,1,5000
2012-01-06 10:57:13.673,36,Defaulted,0.28728000000000004,0.2387,0.2487,D,4.0,Employed,Civil Service,1,119.07,False,"$25,000-49,999",1.0,0,1,3000
2010-07-30 06:07:25.083,36,Chargedoff,0.38672,0.3395,0.3495,HR,6.0,Full-time,Military Enlisted,7,339.06,False,"$50,000-74,999",1.0,0,74,7500
2011-11-08 19:48:10.343,36,Completed,0.35244000000000003,0.306,0.316,E,2.0,Employed,Skilled Labor,1,108.33,True,"$25,000-49,999",1.0,0,51,2500
2011-01-19 19:45:38.047,36,Current,0.22361999999999999,0.1799,0.1899,C,6.0,Employed,Civil Service,1,183.25,True,"$100,000+",1.0,0,69,5000
2013-11-02 09:49:07.917,60,Current,0.22908,0.1945,0.2045,C,4.0,Employed,Executive,1,641.88,True,"$100,000+",1.0,0,1,24000
2012-11-19 04:59:34.387,36,Current,0.33286,0.2832,0.2932,E,5.0,Full-time,Professional,1,168.32,False,"$75,000-99,999",2.0,0,60,4000
2011-10-17 20:47:16.160,36,Current,0.18750999999999998,0.1556,0.1656,B,6.0,Full-time,Other,1,460.64,False,"$50,000-74,999",1.0,0,95,13000
2010-05-11 08:40:58.777,36,Chargedoff,0.28574,0.2525,0.2625,D,7.0,Full-time,Professional,3,80.85,True,"$25,000-49,999",1.0,0,58,2000
2013-10-04 14:08:41.170,36,Current,0.1709,0.1249,0.1349,B,10.0,Employed,Skilled Labor,1,271.44,False,"$50,000-74,999",4.0,0,1,8000
2012-08-27 09:35:40.813,36,Current,0.21434,0.1674,0.1774,C,3.0,Employed,Computer Programmer,1,540.33,True,"$75,000-99,999",1.0,0,158,15000
2011-10-28 17:44:09.670,36,Chargedoff,0.35244000000000003,0.306,0.316,E,2.0,Employed,Professional,1,86.67,True,"$25,000-49,999",2.0,0,45,2000
2012-11-30 07:31:32.813,36,Completed,0.27285,0.2246,0.2346,D,2.0,Employed,Other,1,116.85,True,"$25,000-49,999",1.0,0,63,3000
2010-04-15 17:17:20.090,36,Completed,0.24750999999999998,0.2148,0.2248,C,7.0,Full-time,Professional,1,576.59,True,"$50,000-74,999",2.0,0,103,15000
2013-06-12 20:27:32.720,60,Current,0.29341,0.2572,0.2672,D,4.0,Full-time,Teacher,2,121.47,True,"$50,000-74,999",5.0,0,1,4000
2009-12-19 09:46:33.087,36,Completed,0.07339,0.06,0.07,AA,10.0,Full-time,Executive,7,30.88,True,"$100,000+",1.0,0,67,1000
2009-11-10 21:58:28.840,36,Completed,0.33393,0.3,0.31,E,9.0,Full-time,Professional,1,107.5,False,"$1-24,999",1.0,0,58,2500
2013-11-19 07:08:38.203,60,Current,0.16304000000000002,0.13,0.14,B,2.0,Employed,Other,1,244.32,True,"$100,000+",1.0,0,1,10500
2012-06-22 12:57:24.500,60,Current,0.20705,0.173,0.183,B,5.0,Employed,Engineer - Electrical,7,153.34,True,"$50,000-74,999",1.0,0,12,6000
2011-07-08 10:59:08.663,36,Current,0.34886999999999996,0.3025,0.3125,HR,1.0,Part-time,Nurse (RN),7,86.28,True,"$50,000-74,999",1.0,0,38,2000
2012-09-06 19:19:01.990,36,Completed,0.15833,0.1199,0.1299,A,5.0,Employed,Skilled Labor,2,101.07,False,"$50,000-74,999",2.0,0,48,3000
2011-06-26 16:36:48.150,36,Completed,0.34886999999999996,0.3025,0.3125,HR,1.0,Employed,Military Enlisted,2,86.28,False,"$50,000-74,999",1.0,0,17,2000
2009-12-10 13:02:42.937,36,Completed,0.29385,0.2605,0.2705,D,8.0,Full-time,Professional,7,159.32,True,"$50,000-74,999",1.0,0,58,3900
2011-08-04 12:57:29.923,36,Completed,0.22361999999999999,0.1799,0.1899,C,9.0,Employed,Other,2,183.25,False,"$75,000-99,999",2.0,0,69,5000
2009-12-04 09:24:20.347,36,Completed,0.13119,0.1,0.11,A,10.0,Full-time,Sales - Retail,3,81.85,False,"$25,000-49,999",2.0,0,105,2500
2010-07-16 13:08:18.763,36,Completed,0.37453000000000003,0.34,0.35,HR,5.0,Full-time,Accountant/CPA,2,226.18,True,"$100,000+",2.0,0,4,5000
2013-11-14 13:52:37.550,36,Current,0.15833,0.1199,0.1299,A,10.0,Other,Other,7,235.82,False,"$75,000-99,999",1.0,0,1,7000
2013-08-15 09:24:11.467,60,Current,0.29341,0.2572,0.2672,D,2.0,Employed,Tradesman - Mechanic,1,106.29,True,"$50,000-74,999",1.0,0,52,3500
2011-05-01 22:42:39.500,36,Completed,0.25424,0.2099,0.2199,D,6.0,Employed,Other,1,76.37,False,"$25,000-49,999",1.0,0,46,2000
2011-10-28 05:36:37.500,36,Chargedoff,0.29254,0.2474,0.2574,D,4.0,Full-time,Engineer - Mechanical,2,80.3,True,"$50,000-74,999",1.0,0,21,2000
2013-10-21 10:03:39.540,60,Current,0.26333,0.2279,0.2379,D,3.0,Employed,Clerical,1,286.46,False,"$25,000-49,999",3.0,0,1,10000
2012-06-02 20:49:15.007,36,Current,0.18316,0.1369,0.1469,B,7.0,Other,Other,2,517.71,True,"$50,000-74,999",2.0,0,199,15000
2013-09-16 11:49:46.053,36,Current,0.26916999999999996,0.221,0.231,D,4.0,Employed,Other,1,387.62,False,"$25,000-49,999",1.0,0,1,10000
2013-07-22 14:45:46.210,36,Current,0.30285,0.2539,0.2639,E,5.0,Employed,Computer Programmer,1,161.99,False,"$50,000-74,999",1.0,0,44,4000
2013-08-28 20:31:41.107,36,Current,0.13189,0.0939,0.1039,A,11.0,Employed,Police Officer/Correction Officer,1,454.31,True,"$100,000+",2.0,0,1,14000
2013-09-10 06:38:15.067,60,Current,0.16294,0.1299,0.1399,B,10.0,Employed,Analyst,1,221.0,True,"$50,000-74,999",2.0,0,1,9500
2014-01-25 15:49:07.700,36,Current,0.14445999999999998,0.1059,0.1159,A,8.0,Employed,Analyst,1,264.15,True,"$100,000+",2.0,0,1,8000
2012-11-02 09:51:33.427,36,Chargedoff,0.22712,0.1799,0.1899,C,3.0,Employed,Analyst,1,439.81,True,"$75,000-99,999",1.0,0,243,12000
2011-06-06 09:59:15.273,36,Current,0.34621,0.2999,0.3099,E,2.0,Full-time,Professional,7,150.48,False,"$50,000-74,999",2.0,0,48,3500
2009-12-15 13:55:49.053,36,Completed,0.37453000000000003,0.34,0.35,HR,1.0,Full-time,Professional,1,452.36,False,"$75,000-99,999",2.0,0,35,10000
2011-06-26 19:37:06.493,36,Completed,0.22361999999999999,0.1799,0.1899,C,6.0,Employed,Professional,1,329.86,True,"$75,000-99,999",2.0,0,120,9000
2010-03-17 15:41:21.007,36,Completed,0.1691,0.135,0.145,C,9.0,Full-time,Administrative Assistant,1,51.63,True,"$25,000-49,999",1.0,0,102,1500
2012-01-31 08:51:02.493,60,Current,0.14765999999999999,0.1196,0.1296,A,8.0,Full-time,Other,1,284.16,False,"$25,000-49,999",2.0,0,229,12500
2013-04-08 21:25:19.087,36,Current,0.1202,0.0824,0.0924,A,10.0,Employed,Executive,1,574.41,True,"$100,000+",1.0,0,304,18000
2012-07-03 08:31:38.293,36,Current,0.26681,0.2187,0.2287,D,6.0,Employed,Other,7,309.14,False,"$50,000-74,999",1.0,0,19,8000
2010-01-20 21:31:19.193,36,Completed,0.22505,0.1775,0.1875,D,8.0,Full-time,Tradesman - Mechanic,3,36.53,False,"$25,000-49,999",1.0,0,51,1000
2014-02-10 09:41:04.393,36,Current,0.09065,0.0669,0.0769,AA,11.0,Self-employed,Sales - Commission,1,311.94,False,"$50,000-74,999",1.0,1,156,10000
2013-07-23 10:18:57.767,60,Current,0.26128,0.2259,0.2359,D,5.0,Employed,Professional,2,228.24,True,"$100,000+",1.0,0,1,8000
2013-10-17 19:00:53.250,60,Current,0.20321,0.169,0.179,C,7.0,Employed,Executive,2,380.09,True,"$100,000+",3.0,0,1,15000
2013-05-28 11:06:03.873,36,Current,0.27285,0.2246,0.2346,D,2.0,Employed,Clerical,2,97.37,True,"$25,000-49,999",1.0,0,1,2500
2011-11-09 18:59:18.990,60,Completed,0.14765999999999999,0.1196,0.1296,A,8.0,Employed,Engineer - Mechanical,1,159.13,True,"$50,000-74,999",3.0,0,88,7000
2012-07-10 14:17:22.460,36,Current,0.12427,0.0864,0.0964,A,8.0,Other,Other,1,128.39,False,"$25,000-49,999",1.0,0,13,4000
2012-01-12 10:24:30.740,60,Completed,0.2699,0.2343,0.2443,C,4.0,Other,Other,7,159.6,True,"$25,000-49,999",1.0,0,53,5500
2013-01-23 20:11:33.343,36,Current,0.21945,0.1724,0.1824,C,5.0,Self-employed,Other,3,362.73,False,"$75,000-99,999",1.0,0,197,10000
2011-08-17 12:23:06.993,12,Completed,0.35843,0.2569,0.2669,E,3.0,Employed,Other,1,431.4,False,"$25,000-49,999",4.0,0,48,4500
2013-12-28 09:29:34.847,36,Current,0.16324,0.1174,0.1274,B,10.0,Employed,Clerical,1,402.83,False,"$50,000-74,999",1.0,0,187,12000
2011-06-13 13:24:47.537,36,Current,0.27466999999999997,0.2299,0.2399,D,4.0,Employed,Other,7,137.3,True,"$25,000-49,999",1.0,0,18,3500
2013-12-24 09:10:17.777,36,Current,0.1954,0.1485,0.1585,C,8.0,Employed,Computer Programmer,1,280.66,True,"$100,000+",4.0,0,29,8000
2010-04-30 10:37:53.160,36,Completed,0.26854,0.22,0.23,E,9.0,Full-time,Teacher,7,38.71,True,"$25,000-49,999",2.0,0,37,1000
2011-11-10 05:34:59.317,36,Current,0.35244000000000003,0.306,0.316,E,1.0,Employed,Religious,7,151.66,True,"$50,000-74,999",1.0,0,30,3500
2013-03-07 05:45:21.090,60,Current,0.10878,0.0769,0.0869,AA,10.0,Employed,Attorney,1,216.39,True,"$100,000+",1.0,0,194,10500
2012-12-10 11:03:37.250,36,Current,0.13697,0.0989,0.1089,A,7.0,Employed,Accountant/CPA,13,81.72,True,"$75,000-99,999",2.0,0,32,2500
2013-10-01 12:34:55.163,60,Current,0.25625,0.221,0.231,D,4.0,Employed,Sales - Retail,6,112.99,False,"$1-24,999",1.0,0,1,4000
2013-03-11 16:45:58.627,36,Current,0.29536999999999997,0.2466,0.2566,D,7.0,Employed,Professional,1,401.1,False,"$100,000+",1.0,1,4,10000
2011-07-19 19:28:32.120,36,Completed,0.34621,0.2999,0.3099,E,4.0,Employed,Professional,1,322.47,True,"$50,000-74,999",2.0,0,21,7500
2011-08-30 08:45:23.583,36,Current,0.27466999999999997,0.2299,0.2399,D,3.0,Full-time,Other,2,137.3,True,"$50,000-74,999",1.0,0,65,3500
2014-03-02 12:49:57.470,36,Current,0.19029000000000001,0.1435,0.1535,C,9.0,Employed,Administrative Assistant,8,522.55,False,"$50,000-74,999",1.0,0,152,15000
2011-08-17 06:51:24.277,36,Defaulted,0.34886999999999996,0.3025,0.3125,HR,1.0,Employed,Analyst,1,168.24,True,"$50,000-74,999",2.0,1,13,3900
2012-10-22 13:40:50.023,60,Completed,0.23276999999999998,0.1981,0.2081,C,4.0,Employed,Engineer - Electrical,6,323.36,True,"$75,000-99,999",1.0,0,99,12000
2011-12-05 07:17:34.107,36,Completed,0.2924,0.2437,0.2537,D,5.0,Employed,Analyst,1,259.71,True,"$75,000-99,999",1.0,0,2,6500
2009-10-20 22:23:18.190,36,Completed,0.30045,0.267,0.277,C,9.0,Self-employed,Investor,1,103.0,False,"$50,000-74,999",1.0,0,54,2500
2013-05-01 21:57:27.797,60,Current,0.17060999999999998,0.1374,0.1474,B,7.0,Full-time,Computer Programmer,1,236.54,True,"$100,000+",1.0,0,174,10000
2013-11-12 13:29:24.680,36,Current,0.20268,0.156,0.166,C,8.0,Employed,Professional,1,265.9,False,"$25,000-49,999",1.0,0,1,7500
2013-04-09 06:13:06.000,60,Current,0.25101999999999997,0.2159,0.2259,C,7.0,Employed,Religious,1,202.68,False,"$25,000-49,999",1.0,0,74,7250
2011-02-24 15:19:01.767,36,Defaulted,0.34886999999999996,0.3025,0.3125,HR,5.0,Full-time,Other,7,172.56,False,"$25,000-49,999",1.0,0,16,4000
2011-05-14 15:17:59.683,36,Past Due (31-60 days),0.32576,0.2799,0.2899,E,3.0,Employed,Food Service Management,2,201.12,False,"$25,000-49,999",1.0,0,65,4800
2013-06-22 06:17:47.677,60,Current,0.25359,0.2184,0.2284,C,2.0,Employed,Laborer,1,168.59,True,"$25,000-49,999",1.0,0,1,6000
2011-09-14 21:46:09.687,36,Chargedoff,0.34886999999999996,0.3025,0.3125,HR,3.0,Full-time,Other,7,172.56,True,"$50,000-74,999",1.0,0,11,4000
2012-03-05 13:07:31.617,36,Completed,0.17359000000000002,0.1349,0.1449,B,6.0,Employed,Retail Management,1,309.74,True,"$25,000-49,999",1.0,0,149,9000
2011-11-16 07:38:23.327,36,Chargedoff,0.2924,0.2437,0.2537,D,3.0,Full-time,Other,1,279.69,False,"$25,000-49,999",4.0,0,72,7000
2012-06-19 08:24:55.613,36,Current,0.22741999999999998,0.1802,0.1902,C,5.0,Employed,Other,7,549.99,True,"$50,000-74,999",1.0,0,150,15000
2014-01-23 19:24:26.157,36,Current,0.18275,0.1365,0.1465,B,10.0,Employed,Accountant/CPA,1,862.35,False,"$75,000-99,999",2.0,0,3,25000
2011-06-08 09:30:54.787,36,Completed,0.124,0.0929,0.1029,A,8.0,Employed,Other,6,267.33,True,"$50,000-74,999",2.0,0,119,8250
2011-03-18 06:45:25.690,36,Completed,0.06327,0.0499,0.0599,AA,10.0,Employed,Analyst,7,219.01,False,"$25,000-49,999",2.0,0,87,7200
2013-08-08 06:54:26.847,36,Current,0.15833,0.1199,0.1299,A,7.0,Employed,Doctor,1,185.29,False,"$100,000+",1.0,0,1,5500
2009-10-26 10:55:42.320,36,Completed,0.37453000000000003,0.34,0.35,HR,5.0,Full-time,Other,7,81.42,False,"$25,000-49,999",1.0,0,23,1800
2013-06-23 13:37:00.130,36,Current,0.12528,0.0874,0.0974,A,10.0,Employed,Other,1,321.45,True,"$25,000-49,999",3.0,0,163,10000
2012-01-03 16:08:55.133,60,Completed,0.21989,0.1905,0.2005,B,6.0,Full-time,Skilled Labor,6,397.83,True,"$25,000-49,999",2.0,0,305,15000
2013-12-01 13:30:00.990,36,Current,0.13189,0.0939,0.1039,A,10.0,Employed,Other,6,162.25,False,"$25,000-49,999",1.0,0,1,5000
2012-02-16 15:45:07.180,60,Current,0.25451,0.2193,0.2293,C,3.0,Employed,Postal Service,1,422.25,True,"$50,000-74,999",1.0,0,285,15000
2012-11-25 10:41:37.907,60,Current,0.14494,0.1123,0.1223,A,8.0,Other,Other,3,111.8,False,"$1-24,999",2.0,0,79,5000
2011-07-04 19:51:22.270,12,Completed,0.26443,0.1649,0.1749,C,6.0,Employed,Military Enlisted,3,457.19,False,"$50,000-74,999",2.0,0,65,5000
2013-09-18 10:40:23.833,36,Current,0.09,0.0666,0.0766,AA,11.0,Employed,Computer Programmer,2,155.9,True,"$50,000-74,999",5.0,1,89,5000
2014-03-01 06:22:20.327,36,Current,0.07654,0.0529,0.0629,AA,11.0,Employed,Skilled Labor,19,122.21,True,"$50,000-74,999",3.0,0,67,4000
2010-12-21 13:00:39.763,36,Completed,0.22361999999999999,0.1799,0.1899,C,7.0,Full-time,Analyst,1,476.46,True,"$100,000+",1.0,0,201,13000
2010-09-19 13:31:54.253,36,Completed,0.29265,0.2475,0.2575,D,7.0,Employed,Other,7,188.74,False,"$100,000+",2.0,0,74,4700
2010-10-14 07:55:09.857,36,Completed,0.29265,0.2475,0.2575,D,6.0,Employed,Administrative Assistant,7,140.55,True,"$50,000-74,999",1.0,0,74,3500
2012-10-18 13:55:56.713,36,Chargedoff,0.35796999999999995,0.3077,0.3177,HR,1.0,Employed,Tradesman - Plumber,1,173.71,True,"$25,000-49,999",1.0,0,78,4000
2013-05-01 07:12:53.007,60,Current,0.15629,0.1234,0.1334,A,8.0,Employed,Sales - Retail,1,114.64,False,"$25,000-49,999",1.0,0,1,5000
2010-05-21 13:45:07.357,36,Completed,0.22135,0.189,0.199,C,9.0,Full-time,Professional,2,185.56,False,"$100,000+",2.0,0,95,5000
2012-07-20 11:16:39.297,36,Current,0.08829,0.0649,0.0749,AA,10.0,Employed,Professional,7,217.71,True,"$50,000-74,999",1.0,0,122,7000
2009-11-12 10:41:10.460,36,Completed,0.32378,0.29,0.3,HR,3.0,Full-time,Architect,1,98.19,False,"$25,000-49,999",1.0,2,25,2313
2012-07-29 10:12:54.923,36,Current,0.19645,0.1499,0.1599,B,6.0,Employed,Executive,1,114.24,False,"$50,000-74,999",1.0,0,54,3250
2011-10-31 09:00:56.953,36,Completed,0.1322,0.101,0.111,A,8.0,Employed,Professional,3,131.14,False,"$50,000-74,999",1.0,0,62,4000
2013-06-12 12:26:31.090,36,Current,0.14857,0.1103,0.1203,A,10.0,Employed,Police Officer/Correction Officer,2,166.14,True,"$100,000+",1.0,0,1,5000
2011-09-25 05:45:08.463,36,Completed,0.29254,0.2474,0.2574,D,5.0,Employed,Tradesman - Electrician,3,321.22,False,"$50,000-74,999",1.0,0,192,8000
2012-01-04 15:22:23.803,60,Chargedoff,0.2968,0.2605,0.2705,D,2.0,Full-time,Skilled Labor,2,152.83,True,"$25,000-49,999",1.0,0,69,5000
2012-06-06 14:20:22.490,36,Current,0.12427,0.0864,0.0964,A,8.0,Employed,Accountant/CPA,2,529.62,True,"$100,000+",1.0,0,324,16500
2013-03-09 08:18:40.863,36,Current,0.14348,0.1053,0.1153,A,8.0,Employed,Other,2,494.85,True,"$50,000-74,999",2.0,0,226,15000
2012-08-03 16:54:35.623,36,Current,0.35796999999999995,0.3077,0.3177,HR,2.0,Employed,Food Service Management,1,173.71,False,"$50,000-74,999",2.0,0,25,4000
2013-05-14 15:15:40.377,60,Current,0.20081,0.1669,0.1769,B,6.0,Employed,Accountant/CPA,6,214.41,False,"$75,000-99,999",1.0,0,111,8500
2012-11-26 11:02:42.053,36,Completed,0.08577,0.0624,0.0724,AA,10.0,Employed,Professional,19,154.93,False,"$100,000+",2.0,0,77,5000
2013-03-15 06:34:17.987,36,Current,0.21945,0.1724,0.1824,C,4.0,Employed,Professional,1,290.18,True,"$100,000+",2.0,0,101,8000
2011-11-15 17:10:26.910,36,Defaulted,0.13545,0.0974,0.1074,A,9.0,Employed,Professional,7,163.08,False,"$100,000+",1.0,0,93,5000
2011-10-27 12:09:36.543,36,Current,0.1322,0.101,0.111,A,8.0,Employed,Food Service Management,2,524.58,False,"$50,000-74,999",1.0,5,131,16000
2010-11-11 10:15:35.013,36,Completed,0.12663,0.0955,0.1055,A,9.0,Full-time,Administrative Assistant,3,315.5,True,"$100,000+",1.0,0,235,9700
2009-08-04 05:54:44.407,36,Completed,0.27174,0.2387,0.2487,D,8.0,Full-time,Analyst,1,99.23,False,"$100,000+",1.0,0,58,2500
2013-07-04 20:29:46.227,60,Current,0.17522000000000001,0.1419,0.1519,B,7.0,Employed,Construction,1,310.57,False,"$50,000-74,999",1.0,0,1,13000
